"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Some Key Ideas for Advancing the Vision of Blue Urbanism","https://scispace.com/paper/some-key-ideas-for-advancing-the-vision-of-blue-urbanism-2kcnjk3p","2022","Journal Article","Journal of global and area studies","Timothy Beatley","10.31720/jga.6.1.2","","Blue Urbanism represents a new way of seeing and understanding cities on the blue planet. Coastal cities (especially) must more fully embrace the marine world and can do many things to connect their residents to the wondrous marine world nearby. This article explores a number of innovative ideas for doing this, and for advancing this new vision of urbanism. From designing new parks that provide direct physical access to water, to creative ways to use digital and camera technologies to project marine life into the human spaces of a city there will many ways a city can cultivate a sense of marine awareness and caring. An important set of ideas has to do with the need to adjust our maps to better reflect and depict the remarkable marine life around us, and so to adjust our perception of the city and nature in the city to include the marine world. There are also things that cities can do for more distant nature, lending political and financial support for the expansion of globally of marine protected areas, and through ideas like establishing Ocean Sister Cities, that will build awareness and emotional connections to marine habitats and organisms in more distant places. ","In this paper , the authors explore a number of innovative ideas for doing this, and for advancing this new vision of urbanism, which represents a new way of seeing and understanding cities on the blue planet."
"The Ethics of Blue Urbanism","https://scispace.com/paper/the-ethics-of-blue-urbanism-2lf7v2vaie","2021","Book Chapter","","Timothy Beatley","10.1007/978-3-030-49540-4_6","","Blue urbanism represents a compelling new vision (and movement) for how we think about cities and urbanization on the blue planet. It emphasizes a new connection with, and emphasis on, the marine environments and nature within which coastal cities are situated. It advocates for new forms of urban design, parks, and conservation that recognize this profound marine setting. Advancing this vision will require taking on a host of ethical and value dilemmas: this chapter is an initial effort to identify and sort through some of the bigger of these open ethical questions. They include important questions about the moral status of marine nature and the extent of ethical duties that blue cities have both to protect the marine nature and wildness and to invest in programs to connect urbanites to this marine nature. Other important categories of ethical questions include the extent to which there are public rights to the blue; questions about the fairness of risk associated with climate change and sea-level rise, and forms of ethical adaptation; intergenerational and intertemporal ethics; virtue ethics and blue citizenship; and questions about the ethics of the politics and decision-making processes through which blue urbanism emerges, among others. Less a definitive treatise than an exploratory discussion, the chapter is meant to show how ethical quandaries permeate the new vision and agenda of blue urbanism. The author begins as well to identify here some of the elements of an ethical blue urbanism to guide this emerging movement.","In this paper, the authors identify and sort through some of the bigger open ethical questions in blue urbanism, including the moral status of marine nature and the extent of ethical duties that blue cities have both to protect the marine environment and wildness and to invest in programs to connect urbanites to this marine nature."
"Blue Urbanism: Exploring Connections between Cities and Oceans","https://scispace.com/paper/blue-urbanism-exploring-connections-between-cities-and-5361fcj9f2","2015","Journal Article","Urban Policy and Research","Charlotte Martynoga","10.1080/08111146.2015.1057912","","Blue Urbanism aims to be both inspiring and informative in its consideration of the potential for urban areas, and their spatial policies and plans, to integrate with oceans. The author's desire to...","In this paper, the potential for urban areas, and their spatial policies and plans, to integrate with oceans is discussed, both inspiring and informative in its consideration of the potential of urban areas to be integrated with oceans."
"Book Review: Blue Urbanism: Exploring Connections between Cities and Oceans","https://scispace.com/paper/book-review-blue-urbanism-exploring-connections-between-3hw5o7p0dc","2016","Journal Article","Journal of Planning Education and Research","David Beach","10.1177/0739456X16644801","","For the past couple of decades Timothy Beatley, the Teresa Heinz Professor of Sustainable Communities at the University of Virginia’s School of Architecture, has traveled the world like a roving journalist and has brought back stories about the efforts of cities to become healthier and more sustainable places. He has collected these stories in a series of influential books, starting with Green Urbanism: Learning from European Cities (Beatley 2000) and continuing with books on resilient cities (Newman, Beatley, and Boyer 2009) and biophilic cities (Beatley 2010). In the process, he has become a promoter of new themes in the planning community and, because the books are written for general audiences, a leading voice of the growing movement for sustainable cities. Beatley has the green-urbanist conviction that, at a time of rapid urbanization around the world, cities must reduce their environmental impacts with ecological designs and practices. Indeed, dense cities offer the best hope for meeting human needs with less energy and resource consumption. However, he has noticed that planning for green urbanism typically ignores the 70 percent of the planet covered by oceans. It is as if our maps, physical and mental, do not extend beyond the terrestrial shore. Bridging this gap is the purpose of Beatley’s book, Blue Urbanism: Exploring Connections between Cities and Oceans (2014). According to Beatley,","For the past couple of decades Timothy Beatley, the Teresa Heinz Professor of Sustainable Communities at the University of Virginia's School of Architecture, has traveled the world like a roving journalist and brought back stories about the efforts of cities to become healthier and more sustainable places as discussed by the authors."
"The Contemporary Coast as an Urban Amphibious. The Complex Relationship Between City–Sea Interface and Urban Coastal Society After the COVID-19 Crisis","https://scispace.com/paper/the-contemporary-coast-as-an-urban-amphibious-the-complex-5beqtfeqv9","2024","Book Chapter","The urban book series","Ivan Pistone","10.1007/978-3-031-56607-3_5","","The contribution aims to explore the concept of urban coastal society, a community intimately connected to the coast and to the sea, in the context of the socio-spatial and climatic-environmental critical issues that characterize the development of large coastal cities during the past pandemic situation. In spatial and functional terms, the urban shore could be considered as an urban amphibious, that is, the urban area where the land and the sea physically meet, in relationship with the ability of the city and the coastal community to constantly adapt to these two systems. It is an aggregator of coastal commons, shared resources whose importance is fundamental for the adaptation of the coastal society to external impacts. Anyway, its integrity appears to be fragmented since it is composed of variegated elements (port areas, production plants, urban beaches, insecure or abandoned spaces) that can also be considered as pieces of a potential green–blue infrastructure. In this sense, the concept of city–sea interface can be mobilized, as the physical, ecological, social and functional contact area between the edge of the city and the edge of the water: it can be considered as an expression of the urban amphibious, a space in which different ways of experiencing the coastal life of the city are juxtaposed, with a strong need for flexible management. These premises require us to investigate how to plan and manage 'blue spaces', considering them as potential quality public areas along the urban shore: during the Covid-19 pandemic, this necessity becomes even more absolute in relation to the evolution of social needs that require a greater amount of public space to guarantee to each user valuable social spaces while preventing contagion. Coastal areas therefore take on an even greater social and therapeutic value in large coastal cities. ","The contemporary coast as an urban amphibious is a complex relationship between the city–sea interface and urban coastal society. It is an aggregator of coastal commons and a space in which different ways of experiencing the coastal life of the city are juxtaposed."
"Blue Urbanism: Exploring Connections Between Cities & Oceans, by Timothy Beatley","https://scispace.com/paper/blue-urbanism-exploring-connections-between-cities-oceans-by-40wb55ve18","2014","Journal Article","Journal of The American Planning Association","Karen Bareford","10.1080/01944363.2014.998133","","In the preface to Blue Urbanism: Exploring Connections Between Cities & Oceans, Beatley acknowledges “Owe have virtually ignored oceans and marine environments in modern planning, policy, and desig...","In the preface to Blue Urbanism: Exploring Connections Between Cities & Oceans, Beatley acknowledges that ""Owe have virtually ignored oceans and marine environments in modern planning, policy, and desig..."
"Putting coastal communities at the center of a sustainable blue economy: A review of risks, opportunities, and strategies","https://scispace.com/paper/putting-coastal-communities-at-the-center-of-a-sustainable-2995t4db","2023","Journal Article","Frontiers in political science","Louisa Evans
P.M. Buchan
Matt Fortnam
M B Honig
Louise Heaps","10.3389/fpos.2022.1032204","https://scispace.com/pdf/putting-coastal-communities-at-the-center-of-a-sustainable-2995t4db.pdf","New approaches to ocean governance for coastal communities are needed. With few exceptions, the status quo does not meet the diverse development aspirations of coastal communities or ensure healthy oceans for current and future generations. The blue economy is expected to grow to USD2.5–3 trillion by 2030, and there is particular interest in its potential to alleviate poverty in Least Developed Countries and Small Island Developing States, and to support a blue recovery from the COVID-19 pandemic. This paper presents a selective, thematic review of the blue economy literature to examine: (i) the opportunities and risks for coastal communities, (ii) the barriers and enablers that shape community engagement, and (iii) the strategies employed by communities and supporting organizations, which can be strengthened to deliver a ‘sustainable' blue economy and improve social justice for coastal communities. Our review finds that under business-as-usual and blue growth, industrial fisheries, large-scale aquaculture, land reclamation, mining, and oil and gas raise red flags for communities and marine ecosystems. Whereas, if managed sustainably, small-scale fisheries, coastal aquaculture, seaweed farming and eco-tourism are the most likely to deliver benefits to communities. Yet, these are also the sectors most vulnerable to negative and cumulative impacts from other sectors. Based on our evaluation of enablers, barriers and strategies, the paper argues that putting coastal communities at the center of a clear vision for an inclusive Sustainable Blue Economy and co-developing a shared and accessible language for communities, practitioners and policy-makers is essential for a more equitable ocean economy, alongside mainstreaming social justice principles and integrated governance that can bridge different scales of action and opportunity.","In this paper , the authors present a selective, thematic review of the blue economy literature to examine: (i) the opportunities and risks for coastal communities, (ii) the barriers and enablers that shape community engagement, and (iii) the strategies employed by communities and supporting organizations."
"Picturing the coast: unravelling community perceptions of seascapes, Blue Growth and coastal change","https://scispace.com/paper/picturing-the-coast-unravelling-community-perceptions-of-2tz6yjp4","2023","Journal Article","Maritime studies","Maria Pafi
Wesley Flannery
Brendan Murtagh","10.1007/s40152-023-00315-3","https://scispace.com/pdf/picturing-the-coast-unravelling-community-perceptions-of-2tz6yjp4.pdf","Abstract Blue Growth is gaining momentum, opening up new frontiers for economic development, with potentially negative impacts on coastal communities and seascapes. The impact of Blue Growth projects on communities and seascapes is generally understood through narrow technical or economic approaches that focus on the potential loss of coastal views or the depreciating impacts on property values, ignoring the complex relationships communities have with seascapes. These approaches often dislodge non-quantifiable community-seascape relationships from Blue Growth strategies, leading to community frustration and contestation. Understanding community-seascape relationships is key to developing more locally attuned Blue Growth strategies. We conceptualise seascapes as a triadic space incorporating perceived, conceived and lived dimensions. These dimensions have an impact on how communities experience and respond to contestation. We use a participatory photo-elicitation methodology with two community groups on the west coast of Ireland to understand how contestation occurs in places faced with multiple Blue Growth pressures and the mechanisms communities deploy in response. We find that although communities care deeply about changes taking place at the coast and sea and frame their ‘common’ landscapes as cultural assets that are worthy of defence, community practices remain impotently emotional or focused on ephemeral oppositions to specific Blue Growth developments. Such responses, however, are not strong enough for sufficiently mobilising a sustainable solution to dominant growth models. We suggest that if communities are properly supported to invest in knowledge, skills, networks and assets, they can mobilise more sustainable solutions to dominant growth models that threaten their coastal seascapes and cultural heritage. Finally, we highlight the transformative potential of the lived space of communities, not as a descriptor of a different typology of coastal landscape, but rather as a resource to understand how communities affected by multiple pressures can understand their options, capacity to resist and what their goal might be for the future of the coast. ","In this article , a participatory photo-elicitation methodology with two community groups on the west coast of Ireland was used to understand how contestation occurs in places faced with multiple Blue Growth pressures and the mechanisms communities deploy in response."
"Promoting Blue Resilience: Knowledge Systems Integration, Maritime Heritage, and Culture-based Climate Action in Coastal Communities","https://scispace.com/paper/promoting-blue-resilience-knowledge-systems-integration-vr183rhgr5c1","2025","Journal Article","","Marisa O. Ensor","10.5194/oos2025-16","","The significant role that Indigenous and local knowledge (ILK) and cultural maritime heritage (CMH) can play in coastal communities’ adaptation to climate change and ocean governance has received increased attention in recent years. ILK often encompasses a sophisticated understanding of the marine and coastal environment, its ecosystems, the impact of human activity, and the cultural significance associated with specific landscapes and seascapes. Based on this understanding, ILK holders have developed sustainable ways of managing marine and coastal resources and spaces, which have proven to be effective in safeguarding the ecological balance of their traditional land-ocean interfaces while adapting to a changing climate. Similarly, both tangible and intangible maritime heritage frame human interaction with coastal and marine environments and represent an invaluable resource to help coastal communities strengthen their adaptive capacity and inform their role as wise stewards of our ocean planet. Recognizing and incorporating ILK and CMH into marine spatial planning and climate adaptation can thus significantly enhance their effectiveness and ensure a balance between climate action, conservation goals, economic activities, and cultural preservation for a resilient ocean. Nevertheless, despite increasing interest in knowledge integration for ocean governance and coastal climate adaptation, efforts to do so remain fragmented and insufficient in practice. Power imbalances may perpetuate dominant forms of knowledge over others and obstruct efforts at knowledge co-production. Drawing on cross-disciplinary field research on coastal communities across the world, this presentation offers co-generated insights regarding knowledge systems integration into climate adaptation strategies that can protect coastal communities against increasing climate-driven risks while preserving their marine ecosystems and their natural and cultural heritage. I advocate a social learning (SL) approach understood as the joint and collaborative learning that occurs through stakeholders’ interactions in a process of collective discussion and the search for solutions to environmental problems. Evidence from my own and others’ fieldwork strongly suggests that SL is a fruitful approach to knowledge system integration incorporating ILK, CMH and Western science-based knowledge towards the promotion of “blue resilience” in coastal communities. ","This study advocates for integrating Indigenous and local knowledge, cultural maritime heritage, and Western science to enhance coastal communities' climate adaptation and ocean governance, promoting ""blue resilience"" through social learning and knowledge co-production."
"Bluespace: a typological matrix for port cities","https://scispace.com/paper/bluespace-a-typological-matrix-for-port-cities-35fxwzrck4","2007","Journal Article","Urban Design International","Diane Brand","10.1057/PALGRAVE.UDI.9000195","https://link.springer.com/content/pdf/10.1057%2Fpalgrave.udi.9000195.pdf","The sea covers more than 70% of the Earth's surface. Now for the first time in history more than half the world's people live in cities and many of the world's most populated conurbations are located on the ocean periphery. Climate change is making littoral zones a potentially productive location for the development of new forms of urban space in coastal cities. Increased urbanisation and the foregrounding of the coastal condition make the association between cities and the sea one of the most important environmental juxtapositions of the 21st century. The aim of this paper is to re-theorise the collision of the public realm and the sea edge, and provide a range of design precedents for this emerging urban space phenomenon. The paper will introduce the concept of ‘bluespace’ and define a matrix with nine instances of how urban space and sea space combine to produce distinct public space types in port cities. Case studies of each type will be presented and discussed in detail with reference to textual and representational descriptions of the space in question.","In this article, the authors introduce the concept of ""bluespace"" and define a matrix with nine instances of how urban space and sea space combine to produce distinct public space types in port cities."
