"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Transdisciplinary Perspectives on Ocean Governance","https://scispace.com/paper/transdisciplinary-perspectives-on-ocean-governance-wkxqdd1wp888","","","","Ratana Chuenpagdee","10.1163/9789004380271_006","","Oceans are probably one of the most challenging ecosystems to govern.1 Oceans are diverse, complex, and dynamic ecosystems that provide numerous functions and services to life below and above the water. Humanity, in particular, has relied on the oceans for food, livelihoods, transportation, recreation, and most recently, on other extractive resources, including oil, gas and minerals, among other things. Demands on the oceans have been rising with the continued growth in population, industrial development on land and sea, and many other pressures, which together make ocean sustainability an increasingly impossible goal to attain. As suggested in the United Nations Sustainable Development Goal on Oceans (sdg 142), about 40 percent of the world’s oceans are heavily affected by human activities and concerted actions from all nations are required in order to deal with multitude of problems in the oceans, such as pollution, resource overexploitation, and habitat loss. Many characteristics of the oceans make governance a wicked problem.3 For instance, oceans are full of ‘unknown’ and the ‘unknowable’. As the saying goes, we know more about space than we know about the oceans. But like space, knowledge about the oceans is centralized around scientific exploration and research, which, while important, contributes little to addressing the complex problems of human–ocean interactions. Ocean governance, in this case, is not about doing more science in order to convert the unknown to known, but about recognizing the unknown as well as the unknowable as part of the wicked ‘social’ problems and dealing with them accordingly. This also means that while it may not be possible to precisely determine whether human use","This research explores the complexities of ocean governance, highlighting the need for transdisciplinary approaches to address the wicked problems of human-ocean interactions, including pollution, overexploitation, and habitat loss, amidst the unknown and unknowable aspects of the ocean ecosystem."
"Water Worlds: Human Geographies of the Ocean","https://scispace.com/paper/water-worlds-human-geographies-of-the-ocean-35ik9h05sb","2016","Book","","Jonathan Mark Anderson
Kimberley Peters","","","Contents: Foreword: on thalassography Introduction: 'A perfect and absolute blank': human geographies of the ocean, Jon Anderson and Kimberley Peters. Part I Ocean Knowledges: Understanding the Water World: Mediterranean metaphors: travel, translation, and oceanic imaginaries in the 'new Mediterraneans' of the Arctic Ocean, the Gulf of Mexico and the Caribbean, Philip E. Steinberg 'Plenty of weeds and penguins': charting ocean knowledge, Anne-Flore LaloA"" Geographies of coral reef conservation: global trends and environmental constructions, BArbel G. Bischof Merging with the medium? Knowing the place of the surfed wave, Jon Anderson. Part II Ocean Experiences: Embodied Performances, Practices and Emotions: The day we drove on the ocean (and lived to tell the tale about it): of deltas, ice roads, waterscapes and other meshworks, Phillip Vannini and Jonathan Taggart What I talk about when I talk about kayaking, Jon Anderson Deep ethnography: witnessing the ghosts of SS Thistlegorm, Stephanie Merchant. Part III Ocean Natures: Mobilities and More-Than-Human Concerns: Sustaining livelihoods: mobility and governance in the Senegalese Atlantic, Juliette Hallaire and Deirdre McKay Governance of the seas: a more-than-human perspective on the Cardigan Bay scallop fishery, Christopher Bear 'With perfect regularity throughout' more-than-human geographies of the Royal Mail Steam Packet Company, Anyaa Anim-Addo Taking more-than-human geographies to sea: ocean natures and offshore radio piracy, Kimberley Peters. Index.","A more-than-human perspective on the Cardigan Bay scallop fishery is given in this article, where Anderson and Peters explore the human geographies of the ocean."
"The changing social world of the oceans","https://scispace.com/paper/the-changing-social-world-of-the-oceans-9n6le6tunz","2019","Book Chapter","","Larry B. Crowder
Wilf Swartz","10.1016/B978-0-12-817945-1.00025-3","","There is an increasing recognition that ocean sustainability is embedded in complex interactions between people and environment. Management of such social–ecological systems requires the integration of natural and social sciences. This section synthesis features a series of contributions that examine frameworks for understanding local social contexts that are essential for socially responsible ocean governance.","In this article, a series of contributions that examine frameworks for understanding local social contexts that are essential for socially responsible ocean governance are presented, and a synthesis of these contributions is presented."
"The territories of governance: unpacking the ontologies and geophilosophies of fixed to flexible ocean management, and beyond","https://scispace.com/paper/the-territories-of-governance-unpacking-the-ontologies-and-3f2w7lmyof","2020","Journal Article","Philosophical Transactions of the Royal Society B","Kimberley Peters","10.1098/RSTB.2019.0458","https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2019.0458","This paper offers a conceptual contribution to understanding ocean governance and the management of spaces for the protection of marine biodiversity, organization of extractive industries, the arra...","It is argued that without critical consideration of the kinds of thinking—the ontologies and geophilosophies—that drive ocean management, it will lack the transformative potential many hope it will achieve for sustainable development."
"Manipulating material hydro-worlds: rethinking human and more-than-human relationality through offshore radio piracy","https://scispace.com/paper/manipulating-material-hydro-worlds-rethinking-human-and-more-53un4mrdpj","2012","Journal Article","Environment and Planning A","Kimberley Peters","10.1068/A44413","","Lambert et al state that emerging geographical studies of social and cultural worlds at sea should take into account the currents, textures, and more-than-human elements of the oceans. In spite of this call there has been little work which seriously considers the physical, more-than-human geography of the sea—its very materiality—and how it comes into play with social and cultural life. This paper draws on the watery excursions of Radio Caroline's pop-pirate broadcasting ships, examining the ways in which the materiality of the sea as a ‘hydro’ state (that is, motionful, deep, and dynamic), has agency; resulting in a variety of visceral affects for those at sea, and also for those listening to the station's transmissions back on dry land. The paper begins by examining the strategic locations of the pop-pirate vessels whilst at sea to manipulate the motionful impact of the ocean and how, in turn, the depth and dynamism of the sea were harnessed to create unique audio experiences for those listening. The pa...","In this paper, the authors examine the ways in which the materiality of the sea as a ""hydro"" state (that is, motionful, deep, and dynamic), has agency; resulting in a variety of visceral affects for those at sea, and also for those listening to the station's transmissions back on dry land."
"Uma Agenda de Investigação nas Humanidades Azuis: Exploração dos Ambientes Aquáticos e os 4 Oceanos em Épocas Pré-Industrialização","https://scispace.com/paper/uma-agenda-de-investigacao-nas-humanidades-azuis-exploracao-30xfgymb","2022","Journal Article","Historia Ambiental  Latinoamericana y Caribeña","Cristina de Jesus Brito","10.32991/2237-2717.2022v12i2.p459-474","https://scispace.com/pdf/uma-agenda-de-investigacao-nas-humanidades-azuis-exploracao-30xfgymb.pdf","Como podemos contar uma história humana num mundo mais-do-que-humano? Como se percebem as influências e consequências para pessoas e sociedades do mundo natural e físico que as envolve e do qual dependem para sobreviver, sem esquecer os vários agenciamentos envolvidos e interligados? E como o fazemos no mundo líquido, fluído, azul e profundo dos oceanos e águas costeiras do planeta? A problemática é histórica, mas reflete-se também na atualidade e futuro das sociedades humanas e sua relação e dependência dos ecossistemas e recursos dos mares e oceanos. Nesta nota científica  abordo o valor das humanidades para o conhecimento histórico dos oceanos e o seu contributo para aumentar a literacia para os oceanos. Uso o caso de estudo da história natural e exploração de manatins com vista a perceber áreas de distribuição no passado e apresento o projeto interdisciplinar e colaborativo ‘4-Oceans’ e sua agenda de investigação. Para tal, revejo brevemente a história ambiental de manatins e pessoas no Atlântico da época moderna e refiro-me à importância de considerar os seres humanos como agentes ecológicos e outras espécies animais como co-construtores das narrativas históricas.","In this article , a nota científica abordo o valor das humanidades for o conhecimento histórico dos oceanos and o seu contributo for aumentar a literación para os oceanos."
"Toward a Sociology of Water: Reconstructing the Missing “Big Picture” of Social Water Research","https://scispace.com/paper/toward-a-sociology-of-water-reconstructing-the-missing-big-q3p5cpqgug","2024","Journal Article","Water","Peter Schulz
Alexis Emanuel Gros","10.3390/w16131792","","In recent years, significant advancements have been made in the field of social water research. This is especially reflected in the emergence and consolidation of three influential theoretical approaches in hydrology, human geography, and anthropology: socio-hydrology, hydrosocial theory, and the multiple ontologies of water, respectively. While the present paper acknowledges the great merits of each of these perspectives, it starts from the identification of two important shortcomings in current social water research: the dispersion of the literature in distinct disciplinary sub-fields and the lack of specifically sociological approaches to hydrosocial issues. Accordingly, the aim of this paper is twofold: to offer a “big picture” of current social water research from a sociological–theoretical perspective and to initiate a fruitful conversation between sociologists and social water researchers from other disciplines. ","The current social water research lacks a comprehensive ""big picture"" and suffers from the dispersion of literature across different disciplines. This paper aims to bridge the gap between sociologists and other social water researchers."
"Addressing Challenges and Seizing Opportunities for Ocean Social Sciences","https://scispace.com/paper/addressing-challenges-and-seizing-opportunities-for-ocean-wmxbd4d2tg82","2025","Journal Article","","Ryan O’Connor
Ana K. Spalding
Emma McKinley","10.5194/oos2025-362","","As ocean conditions rapidly transform, understanding human-ocean relationships becomes increasingly critical for effective marine conservation and governance. Despite growing recognition of ocean social sciences' importance in supporting evidence-based policy and management, significant barriers persist in fully integrating these approaches into mainstream ocean science. This presentation synthesizes findings from a recent focus group that examined the current state of ocean social science research and the challenges limiting its integration within broader ocean conservation efforts. We highlight emerging ""bright spots"" where social science methodologies have successfully enhanced our understanding of human-ocean interactions, particularly in areas of traditional ecological knowledge and community-based conservation. However, our analysis reveals persistent institutional and methodological challenges, including limited funding mechanisms, disciplinary silos, and difficulties in translating social science insights into conservation practice. Drawing from collaborative discussions with international practitioners, we present newly identified pathways for advancing integration, including: (1) developing standardized frameworks for incorporating social science metrics into conservation planning, (2) establishing cross-disciplinary training programs, and (3) creating institutional mechanisms that facilitate knowledge co-production between social and natural scientists. These solutions represent critical steps toward a more holistic approach to ocean stewardship that bridges multiple knowledge systems and supports inclusive, effective marine conservation strategies. ","This presentation synthesizes findings on ocean social science research, highlighting challenges and ""bright spots"" in integrating social science into ocean conservation, and proposes pathways for advancing integration through standardized frameworks, cross-disciplinary training, and institutional mechanisms."
"The State of Marine Social Science: Yesterday, Today, and into the Future","https://scispace.com/paper/the-state-of-marine-social-science-yesterday-today-and-into-20iwvtaqmj","2024","Journal Article","Annual Review of Marine Science","Ana K. Spalding
Emma McKinley","10.1146/annurev-marine-121422-015345","","Rapidly changing ocean conditions are resulting in changes in marine species and across entire ecosystems that, in turn, affect communities and individuals who rely on these resources for their livelihoods, culture, and sustenance. Marine social science, an emerging field that embraces diverse methods to understand human-ocean relationships, is increasingly called on to contribute to transdisciplinary ocean science that can inform the evidence-based policy and management needed to address these changes. Here, we review the state of marine social science as a growing field of study. First, we outline the history of marine social science, including the emergence of the field and the social science disciplines and community it encompasses. We then discuss current marine social science research themes as a framework to understand key ocean issues, which is followed by a commentary on the future of marine social science research. ","Marine social science, an emerging field, is increasingly crucial for understanding human-ocean relationships and informing policy and management in response to changing ocean conditions, with a growing body of research addressing key ocean issues and future directions."
"Hydrosocial geographies: Cycles, spaces and spheres of concern","https://scispace.com/paper/hydrosocial-geographies-cycles-spaces-and-spheres-of-concern-kxavlz8ylf","2023","Journal Article","Progress in environmental geography","Jeremy J. Schmidt","10.1177/27539687231201667","","Over recent decades, hydrosocial scholarship focusing on the plural, often contested relations of waters and societies has advanced significantly. This article reviews hydrosocial scholarship in three steps that are contextualized by geography's long-standing efforts to use water to ‘think geography’. The article begins by revisiting critiques of the hydrological cycle as circulating free of anthropogenic forces and wholly on the ‘nature’ side of the society/nature dualism. We consider how this critique shapes engagement with other fields where human–water relations are crucial, such as socio-hydrology and those focused on climate change. The article then examines the extension of hydrosocial scholarship from critiques of the hydrological cycle to its use in explaining social spaces, such as territory, urban processes and citizenship. Finally, we consider how hydrosocial scholarship from Black, Indigenous and anti-colonial praxis challenges epistemologies and ontologies that, even in their critiques, recentre Eurocentric notions of water.","Hydrosocial geographies explores the complex relations between water and society, focusing on the plural and contested nature of these relations. It challenges Eurocentric notions of water and engages with other fields related to human-water interactions."
