"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Multinational and multicultural seafarers and MET students : a socio-cultural study for improving maritime safety and the education of seafarers","https://scispace.com/paper/multinational-and-multicultural-seafarers-and-met-students-a-u97tv7tr15","2010","","","Didin Susetyo. Alfiani","","https://scispace.com/pdf/multinational-and-multicultural-seafarers-and-met-students-a-u97tv7tr15.pdf","","sector in general and to improve from different nationalities, this could still only be a relatively small sample. Conclusion: However, the study from literature reviews integrated with one's own cultural experience could balance this limitation to present a better approach of the study. Conclusion:
 Another difficulty found during the survey was the difference of sensitive value in every culture. One which is good in one social group (culture) is not always good in another social groups. The value derived from a culture can not be used as the standard value to assess things in common. Therefore, the author emphasizes the use of common sense in relation with cultural diversity and the mixture in the global maritime industry. Conclusion:
 Not being a seafarer and a non-native English user are barriers for the author. It is not easy to obtain samples from ships worldwide within a four-month period. Conclusion:
 However, the multinational challenge has given opportunities both formal and informal to study the socio-cultural aspects in the maritime field framework. The study of maritime affairs in MET specializations at WMU gave the motivation to elaborate the study of socio-culture in the multinational and multicultural context. Conclusion:
 Hopefully, at least this may contribute something useful to maritime communities in order to improve safety and the human element in shipping."
"Vers un nouveau modèle de la plaisance ? Profils et pratiques des plaisanciers du Finistère","https://scispace.com/paper/vers-un-nouveau-modele-de-la-plaisance-profils-et-pratiques-1hwwr6ghtg","2015","Journal Article","","Lucien Perras
Ingrid Peuziat
Iwan Le Berre
Adeline Maulpoix
Louis Brigand
Nicolas Le Corre","10.4000/NOROIS.5706","https://scispace.com/pdf/vers-un-nouveau-modele-de-la-plaisance-profils-et-pratiques-1hwwr6ghtg.pdf","La democratisation de la plaisance a partir des annees 1960, s’est traduite par un fort developpement des infrastructures dediees sur l’ensemble des cotes de France, ainsi que par la structuration d’une filiere nautique importante d’un point de vue economique et territorial. Cependant, le ralentissement du nombre des nouvelles immatriculations de bateaux interpelle les gestionnaires et les acteurs economiques de cette filiere. Pour bien apprehender les questions complexes que pose cette evolution, il est indispensable de caracteriser les profils et les pratiques des plaisanciers. Cet article presente les resultats d’une enquete en ligne, diffusee a l’echelle du departement du Finistere entre 2012 et 2013. Les donnees recueillies aupres d’environ 1500 plaisanciers, mettent en evidence le vieillissement de la population pratiquant la plaisance, materialisant ainsi son faible renouvellement. En effet, les plus jeunes apparaissent desormais attires par de nouvelles pratiques (sports de glisse, location de voilier dans des destinations depaysantes) en lien avec le developpement de la mobilite individuelle. Cette evolution souleve par consequent d’importantes questions relatives au devenir des infrastructures nautiques et a la necessaire adaptation des services associes (location, co-navigation…) pour parvenir a attirer de nouveaux plaisanciers.","I:
 Réservée auparavant à une élite sociale, la plaisance a connu à partir des années 1960 une démocratisation . Cette époque est en effet marquée par une politique d'aménagement et d'équipement du littoral conséquente concrétisée notamment par la construction de nouveaux ports de plaisance. Parallèlement, le développement de nouveaux matériaux (composites notamment) et de processus de fabrication par sérialisation permet une baisse sensible du coût des bateaux . Ainsi, le nombre de plaisanciers n'a cessé de croître : en France métropolitaine, toutes pratiques confondues, il est aujourd'hui estimé à plus de quatre millions tandis que le nombre de bateaux de plaisance immatriculés est évalué à 1 005 252, dont 199 949 à voile et 754 139 à moteur . I:
 Néanmoins, depuis 2009 on observe un ralentissement du nombre des nouvelles immatriculations de bateaux . S'agit-il d'une évolution conjoncturelle, liée à un contexte économique peu favorable au développement, voire au maintien d'une activité de loisir relativement onéreuse ? Cette évolution traduit-elle le vieillissement de la population de plaisancier, posant ainsi la préoccupante question de son renouvellement (conseil général du Finistère, 2015) ? Ou bien est-elle simplement le re et de la diversi cation de l'offre de loisirs et d'un changement de pratiques des usagers du nautisme  ? Cette évolution interpelle particulièrement les collectivités et les établissements en charge de la gestion des équipements et des aménagements liés à la plaisance. Les questions complexes qu'elle pose nécessitent en tous cas une meilleure connaissance des pro ls et des pratiques des plaisanciers . Connaître les pro ls et les pratiques des plaisanciers:
 Malgré l'importance économique et territoriale de la lière nautique en France, l'activité de plaisance de même que les caractéristiques de la population qui la pratique restent relativement mal connues. En premier lieu, il s'agit d'une activité qui comporte de nombreuses dimensions -par la diversité des usages, des comportements et des attentes -et qui intéresse par conséquent des chercheurs de disciplines diverses à l'origine d'un certain éparpillement des travaux (médecine, droit, sociologie, ethnologie, géographie etc.). De plus, diverses contraintes s'imposent aux chercheurs travaillant sur les espaces marins et littoraux, notamment en sciences humaines et sociales, pour l'analyse des usages maritimes non encadrés : dispersion de l'activité et des infrastructures liées, diversité des organismes d'encadrement, caractère souvent individualiste de l'activité ."
"Reflections on social experiences in maritime communities : the portuguese case in the early modern age : specificity or globalisation of a group profile?","https://scispace.com/paper/reflections-on-social-experiences-in-maritime-communities-4659949mb8","2000","","","Amélia Polónia","","https://scispace.com/pdf/reflections-on-social-experiences-in-maritime-communities-4659949mb8.pdf","Social history of maritime communities – some epistemological issues The paper aims to present some epistemological reflections to sustain a possible research model on social approaches on maritime societies. Maritime history, European or Portuguese, has been centred on approaches which gave prevalence to the study of techniques, nautical knowledge, navigations, seafarer, warfare, shipping, and economic dynamics, mostly trade nets, in an internal, international and overseas point of view. Even if last years the Portuguese academic researchers produced some valuable works on maritime history, there aren’t enough contributes which promoted a social approach on maritime communities and societies. Even if some specific maritime communities, mostly those of fishermen, have been object of anthropological and historical enquires, they are mostly centred on modern or recent history, and don’t answer necessarily to Early modern contextual problems nor are pertinent and applicable to broaden maritime extracts. From an historical point of view, facing the problematic of social dynamics in seaport societies is not an easy task. There isn’t any approaching model, neither one only performance profile or one only picture of social relations in seaports societies. In the same way that seaport studies require a previous classification of seaport typologies, and its inclusion in seaport hierarchies, also the discussion on social dynamics implies a previous call of attention that underline the specificity and even the objective differences between maritime realities.","os bairros de pescadores. Não há, sob este ponto de vista, uma norma inquestionável, o que sobrevaloriza, uma vez mais, a importância dos estudos de caso, dos estudos locais. Papel feminino em sociedades marítimas:
 Próximos dos artesãos, dos mercadores, dos burgueses, dos nobres, segundo o valor dos seus rendimentos e os seus níveis de fortuna e de cultura, ou segundo a sua precariedade material e a sua representação social, as gentes do mar não deixam, porém, de manifestar comportamentos originais que obrigam os estudos de dinâmicas socais em espaços portuários a tomá-los na sua individualidade e a discutir a sua identidade e capacidade de integração social. Conforme os sub-grupos internos, conforme as conjunturas locais e a sua evolução diacrónica, é maior ou menor a sua coesão interna ou a sua diluição social, a sua maior ou menor integração na comunidade ou o reforço da sua endogamia grupal. Só a multiplicação de trabalhos incidentes sobre estas comunidades poderá aclarar estas matérias. Papel feminino em sociedades marítimas:
 Simultaneamente em contacto com os outros habitantes do mesmo espaço urbano, e a eles estranhos pelo trabalho, pelo ritmo quotidiano, pelos comportamentos, pelos hábitos, pelos valores, os agentes marítimos integram-se com maior ou menor facilidade ou vontade numa colectividade que ora os aceita e promove, ora os exclui, votando-os em bloco, ou a alguns dos seus estratos, a formas de ostracismo social, que se constituem em simultâneo em formas de consolidação de códigos de solidariedade grupal. Papel feminino em sociedades marítimas:
 Importa, em paralelo, debater, através do cruzamento de estudos vários sobre comunidades marítimas europeias, uma questão básica: são estes perfis de actuação e desempenhos sociais; são as vivências comuns da experiência marítima; é a relativa excentricidade destes grupos em relação a uma comunidade marítima mais vasta, apenas factores de especificidade e de individualidade que contribuam para fenómenos de exclusão e de clivagem interna numa sociedade mais vasta, ou poderão esses traços contribuir, em simultâneo, pela sua transversalidade internacional, a ser conferida, apontar para uma ""globalização"" de valores, de procedimentos, de códigos de conduta e para formas de solidariedade que extrapolem as fronteiras políticas e mesmo, porventura, as confessionais?"
"“In this Trade, No Places are Held:” Involvement of Portuguese slave traders in the slave trade between Africa and Brazil (1818-1828)","https://scispace.com/paper/in-this-trade-no-places-are-held-involvement-of-portuguese-3lto5r460u","2017","Journal Article","Historia","Jaime Rodrigues","10.1590/1980-436920170000000039","https://scispace.com/pdf/in-this-trade-no-places-are-held-involvement-of-portuguese-3lto5r460u.pdf","Between 1818 and 1828, the Portuguese Board of Trade (known locally as the Junta do Comercio) gave ships departing from Lisbon permission to traffic African slaves to Brazil. This authorization was the result of international treaties signed between the monarchies of Portugal and Britain in 1815 and 1817. This article discusses the context in which the slave traders functioned, the ways in which they received license to trade, and how the source documents from the Portuguese Board of Trade during this period provide important information on the slave traders based in Portuguese harbors.","Keywords: História Marítima, Tráfico de escravos, Escravidão Maritime History, Slave Trade, Slavery"
"Sociology in Poland: to be continued?","https://scispace.com/paper/sociology-in-poland-to-be-continued-5s34ncy8wl","2017","Journal Article","European Societies","Mikołaj Pawlak","10.1080/14616696.2016.1235220","https://scispace.com/pdf/sociology-in-poland-to-be-continued-5s34ncy8wl.pdf","In Sociology in Poland, Marta Bucholc presents the last 70 years of sociology in the country troubled by large social transformations, which impacted the institutional base and academic style of it...","Polish sociologists in a persuasive way. It elegantly presents the entanglement of sociologists in the transformations of society that they have been attempting to explain to itself. The book summarizes and extends the already quite rich self-description of Polish sociology. BOOK REVIEWS:
 Bucholc's book is a very good testimony of sociology in Poland, yet there are two aspects to which critique needs to be pointed: consequences of the methodological framing of sociology, and the paradoxical reaction to the recent reforms of science in Poland. Bucholc treats sociologists as 'people who believed themselves to be, or were believed by others to be sociologists' (2)a social definition of sociologists indeed! Yet at the same time, she laments that sociology in Poland, at least since 1970s, has not been sufficiently interdisciplinary and problem-oriented. I would argue that problem-oriented research strategies undertaken by interdisciplinary research teams are also present in Polish social sciences but they are often not carried out under the label of sociology. A good example is migration studies recently developing successfully in Poland as a common effort by economists, anthropologists, historians, political scientists, and sociologists. In the past, a similar problem-oriented approach was jointly undertaken by trained lawyers, educationists and sociologists in the frame of the applied social science designed by Adam Podgórecki as a sociotechnique, which attracted some international attention in the 1970s. The methodological decision to focus on what is called sociology (and that often highlights its sociological identity) causes the risk of omitting scholarly activities strongly informed by sociological theory and methodology but less obsessed with its sociological-ness. BOOK REVIEWS:
 I am convinced that in her assessment of the recent global changes of science, which in Poland are manifested by the so-called neo-liberal reforms, Bucholc is trapped by the paradoxical nature of the Polish sociologist trying simultaneously to be locally relevant and universally up-to-date. On the one hand, she expresses her scepticism about the reforms and 'neo-liberal obsession with numbers and forms' (85). But on the other hand, she praises all the signs of catching up with the international science community and sometimes even adopts the managerial frames of thinking about science. A good example would be that when describing the names of past Polish sociological community leaders (such as Maria Ossowska, Stefan Nowak or Józef Chałasiński), many people are cited and their scholarly excellence is praised. Yet, when regarding the generation of younger sociologists whose careers are still unfolding only the name of Natalia Letki is mentioned, because she received an ERC research grant. Yet, this ambivalence is unavoidable and actually serves as an example of a key statement of the book. BOOK REVIEWS:
 As noted recently by Jarosław Kilias, Polish sociology speaks foreign languages mostly to itself. I am sure that it is not going to be the case with Bucholc's book. Authors describing the field to which they belong are always trapped in an insider-outsider paradox. Bucholc is also a part of the phenomenon under investigation: she explains to an international audience the tensions she herself has experienced as a sociologist trained in Poland when discussing the country's social issues in Polish, while aspiring to international academic excellence. She has managed to deal with this paradox successfully and her book is an excellent guide to a meaningful understanding of the ups-and-downs of sociology in Poland."
"Latgalieši Latvijas PSR tirdzniecības un zvejniecības flotē (1944–1991): ieskats sociālajā portretā","https://scispace.com/paper/latgaliesi-latvijas-psr-tirdzniecibas-un-zvejniecibas-flote-3gvf4yc2g8","2023","Book Chapter","","Kaspars Strods","10.22364/jvzl.08.19","https://scispace.compdf/latgaliesi-latvijas-psr-tirdzniecibas-un-zvejniecibas-flote-3gvf4yc2g8.pdf","Jau vairākus gadsimtus jūrniecība ir kļuvusi par neatņemamu Latvijas vēstures sastāvdaļu. Nozarei attīstoties, tā piesaistīja aizvien vairāk potenciālo jūrniecības speciālistu no visas Latvijas teritorijas. Arī Latgales jaunieši aktīvi piedalījās jūrniecības attīstībā, arī padomju okupācijas gados. Pētījuma mērķis ir sniegt ieskatu padomju okupācijas laikā tirdzniecības un zvejniecības flotē iesaistīto Latgalē dzimušo personu sociālajā portretā. ","Keywords: tirdzniecības flote, zvejniecības flote, jūrskolas, Latvijas PSR, sociālais portrets, Latgale"
"Seamen on Late Eighteenth-Century European Warships","https://scispace.com/paper/seamen-on-late-eighteenth-century-european-warships-8dagej6ghk","2009","Journal Article","International Review of Social History","Niklas Frykman","10.1017/S0020859009000030","https://scispace.com/pdf/seamen-on-late-eighteenth-century-european-warships-8dagej6ghk.pdf","The Dutch navy barely managed to scrape together two-thirds of its manpower-requirements for the Fourth Anglo-Dutch War in 1780-1784, and Sweden suffered acute shortages of men during its war with Russia 1788-1790. European navies met this emergency by expanding their coercive recruitment systems to include groups previously safe from non-voluntary service at sea, and by allowing proportion of foreign-born seamen on-board their ships to expand. At the end of century, class-war was no longer a metaphor in wooden world of European warships. Seamen loved to talk about their lives, 'a subject', noted Melville, 'upon which most high-bred castaways in man-of-war are very diffuse', and the boredom of naval service gave them plenty of opportunity to do so. On half of the Dutch ships, the crews now rose on their officers, broke into the spirit-rooms, and nearly beat to death several of their shipmates who were known as Patriots. Keywords: eighteenth-century European warships; European navies; foreign-born seamen; man-of-war; mobilising manpower","population -and the substantial presence of Bohemians in the Dutch navy at the same time. This is, of course, merely suggestive, but similar developments can be observed in Ireland, where peasants flooded into the British navy, and rural France where they filled the lower decks of their own country's fleet. M O B I L I Z I N G M A N P O W E R:
 Many new seafarers also came from Europe's urban centers where capitalist deregulation, together with the imposition of the wage-form, smashed the moral economy of the guild system and released artisans, journeymen, laborers, and low-level intellectual workers into market freedom by the hundreds of thousands.  Wartime recession drove them into unemployment and to the brink of starvation. They were easy targets for naval recruiters. M O B I L I Z I N G M A N P O W E R:
 The largest group on board European warships, however, remained the men who were born and bred to the sea.  But these came from two relatively distinct sectors. One was made up of the men of the deep-sea trades who sailed out across the world's oceans to carry back capital and commodities to Europe's major port cities. These were the proletarianized mariners whose dreary lives were essentialized into the well-known stereotype of Jack Tar: deracinated, spendthrift, and impulsive. Their working conditions had been steadily deteriorating since the late Middle Ages, and by the late eighteenth century co-ownership of the cargo had been replaced with straightforward wage payments and limited collective decision-making with the almost boundless powers of the captain.  In the other sector, however, that of local fishing and short-distance merchant shipping, the patriarchal relations of old-regime rural Europe still prevailed. Crews were small, hierarchies flat, cargo ownership shared, and the powers of the captain limited both by custom and the force of communal disapproval in the home port, usually a small town or village where most of the crewmen lived with their families.  Movement between these two sectors was limited, but it appears that an increasing number of men shifted from the shallow-to the deep-sea trades in the later eighteenth century. Long years of naval service, with its socially corrosive and individualizing effects, often made this move one of permanent proletarianization. Many old seafarers struggled to reintegrate into landed society when the wars drew to a close. 42 M O B I L I Z I N G M A N P O W E R:
 Whatever their life may have been before -experienced mariner, landless peasant, or unemployed artisan -new naval recruits found themselves in a profoundly alien environment. Only very rarely in the eighteenth century did hundreds of men work together in one place, let alone at a single machine as they did on board a warship. Few people had experience with industrial labor discipline, and most barely accepted that the clock might have anything to do with when they ought to be working.  But coming into a warship, new recruits suddenly found themselves in a miniature mass society, physically isolated for long periods of time, with extraordinary levels of internal stratification, complex organizational structures, 24-hour work cycles, constant, close surveillance, and a terroristic justice system. This regime shock-proletarianized tens of thousands."
"Naked Methodology: Baring It All for a Realistic Account of Marine Social Science","https://scispace.com/paper/naked-methodology-baring-it-all-for-a-realistic-account-of-keqc4zchpm","2021","Book Chapter","","Kristen Ounanian","10.1007/978-3-030-59601-9_2","https://scispace.com/pdf/naked-methodology-baring-it-all-for-a-realistic-account-of-keqc4zchpm.pdf","This chapter portrays what is often overlooked in research—that it involves not simply design, data collection, and analysis, but also failure and redesign. To demystify the process, it presents the evolution of a study of six coastal communities from a mixed methods qualitative and quantitative approach to a qualitative macroethnography. Intending to employ an innovative method, the Factorial Survey Approach, the researcher confronted serious challenges in the process, engendering reflections on (a) the limitations of the method, specifically in fishing communities, (b) the pressure to prove methodological bilingualism as an interdisciplinary graduate student, and (c) individual ontological growth. The chapter considers the collective tendency in (social) science to conceal the imperfections of field research, obscuring insights gained from situations when things do not go according to plan.","all' also primes fledgling researchers to feel pinned into initial thinking when confronting an (inevitable) methodological crisis. It can feel that changing course and deviating from the original plan is a defeat or a result of a personal deficit. Pressure to Prove Methodological Bilingualism:
 Additionally, the pressure to prove oneself as methodologically bilingual especially confronts marine social scientists, or even environmental social scientists more broadly, because of the dominance of inquiry on the natural and physical dynamics of the environment and their ecology. As the term marine social science gains popularity, we must reflect on its meaning and the particular combination of marine with social science. Pressure to Prove Methodological Bilingualism:
 As an alumna of the University of Rhode Island's Department of Marine Affairs, to which four other authors in this volume are affiliated, my preference is for marine affairs as a term that encapsulates the study of people-individuals through to their collective institutions-and their use of and relationships to oceans, coasts, and marine environments. My preference stands with marine over maritime, the latter of which I confine to shipping, navigation, and naval activities, whereas the former encapsulates the environments where myriad cultural, social, economic, and political concerns are enacted. This long aside is to recognize that many of us converge, or are being corralled, under the marine social science tent, taking different pathways to its destination, but likely with a shared experience confronting questions over methodological rigour, whether from positivistic and quantitatively driven economists and natural scientists, or from 'pure' disciplinarians of anthropology, geography, history, political science, sociology, and so on. Marine social scientists traverse in multiple worlds, academic and applied, and thus the pressure to demonstrate depth and breadth of one's science literacy can be formidable. Methodological Bricolage:
 Even with the support of my PhD supervisor to eliminate the survey and restructure the project's methodology, I was still concerned that those evaluating my work would be sceptical of the findings or my core abilities to conduct rigorous social science research. My concern largely came from the idea that research designs ought not to change in the middle of fieldwork or data collection. As I was working out how to write my methodology, I was inspired by the following to write a reflective methodology:"
"Leksyka morska w Słowniku rosyjsko-polskim p. Dubrowskiego jako punkt wyjścia do badań chronologizacyjnych polskich terminów marynistycznych","https://scispace.com/paper/leksyka-morska-w-slowniku-rosyjsko-polskim-p-dubrowskiego-4xearvsdl6","2023","Journal Article","Prace Językoznawcze","Jolanta Mędelska
Piotr Wierzchoń","10.31648/pj.8921","https://scispace.compdf/leksyka-morska-w-slowniku-rosyjsko-polskim-p-dubrowskiego-4xearvsdl6.pdf","Autorzy omówili rozwój leksyki marynistycznej w języku rosyjskim i polskim, wskazując na ogromną przewagę zasobów rosyjskich nad polskimi utrzymującą się aż do okresu międzywojennego. Poddali analizie 70 haseł z kwalifikatorem w Marynarce (litery K–L) w XIX-wiecznym słowniku rosyjsko-polskim. Stwierdzili, że redaktor zdołał dobrać polskie odpowiedniki dla zaledwie 22 translandów rosyjskich (31%), pozostałe opatrując tylko opisami znaczenia. Korzystając z dostępnych dziś źródeł, autorzy ustalili 74 translaty dla 48 jednostek rosyjskich pozostawionych bez przekładów i poddali je analizie chronologizacyjnej. Stwierdzili, że 16 z nich było w obiegu w czasach P. Dubrowskiego, z czego 7 od bardzo dawna. Pozostałe pojawiły się dopiero po wydaniu słownika, większość (42) dopiero w okresie 1920–1939, kolejnych 7 jeszcze później. ","(1544) . W słowniku łacińsko-niemiecko-polskim Jana Murmeliusa z pierwszej połowy XVI w. zamieszczono rejestr O morzu i łodziach. U początków polskiej leksyki marynistycznej:
 Leksyka morska i rzeczna znalazła też odzwierciedlenie w słowniku łacińsko-polskim Jana Mączyńskiego (1564), w poemacie Flis Szymona Klonowica (1595) i Marcina Borzymowskiego Morska nawigacja do Lubeka (1651). Wiadomości z zakresu żeglugi i nawigacji zawiera Informacja matematyczna […] Wojciecha Bystrzonowskiego (1743). U początków polskiej leksyki marynistycznej:
 W Nowych Atenach (1745-1746) Benedykta Chmielowskiego zamieszczono Terminy żegludze służące, swoisty słowniczek łacińsko-polski. W XVIII-wiecznych słownikach i encyklopediach także znajdowały się kąciki wiedzy o morzu i okrętach . Jednak morskiego języka żeglarskiego z prawdziwego zdarzenia nie było -w tekstach i dykcjonarzach, m.in. U początków polskiej leksyki marynistycznej:
 w Słowniku Lindego, odzwierciedlono niemal wyłącznie słownictwo flisackie i rybackie . U początków polskiej leksyki marynistycznej:
 O słownikarstwie marynistycznym można mówić dopiero od końca XIX w. , kiedy to w 1899 r. w tomie 6. ""Roczników Towarzystwa Naukowego w Toruniu"" opublikowano pracę Hieronima Gołębiowskiego Wyrazy rybackie i żeglarskie u Kaszubów, omawiającą 113 jednostek. U początków polskiej leksyki marynistycznej:
 W 1911 r. w ""Pracach Filologicznych"" ukazało się Słownictwo rybackie i żeglarskie u Kaszubów nadmorskich Bolesława Ślaskiego zawierające 370 haseł zebranych ze słowniczków kaszubskich i słowników definicyjnych. W roku 1920 do podręcznika Mariusza Zaruskiego Współczesna żegluga morska dołączono Słownik żeglarski  . Autor napotykał ogromne trudności ze względu na brak terminologii."
"Ship english: Sailors’ speech in the early colonial Caribbean","https://scispace.com/paper/ship-english-sailors-speech-in-the-early-colonial-caribbean-4s9856i41d","2019","","","Sally Delgado","10.5281/ZENODO.2589996","https://scispace.com/pdf/ship-english-sailors-speech-in-the-early-colonial-caribbean-4s9856i41d.pdf","In this thoroughly researched and brilliantly written volume, Sally Delgado opens up vitally 
important new avenues for the study of the role of marginalized peoples such as sailors and 
convicts in the emergence of creole languages and other contact varieties of the colonial era. 
Since the ground-breaking work of Ian Hancock some decades ago, we have been waiting 
for a coherent and comprehensive work such as this to establish a framework and data 
base for making the systematic investigation of Ship English a reality. (Nicholas Faraclas, 
University of Puerto Rico) 
The historiography of creole languages has long included frequent references to maritime 
English with only sketchy indication of just what this kind of speech was like. Sally Delgado 
has at last provided a comprehensive survey of a dialect that emerged on shipboard among 
sailors, which became one element in the new Englishes that emerged worldwide amidst the 
transatlantic slave trade and beyond. Anyone interested in creole languages, as well as those 
who would like their acquaintance with sailors’ speech in the past to get beyond the likes of 
“Aye, matey”, should consult this new volume. (John H. McWhorter, Columbia University) 
While classes on “World English” are increasingly being included in university curricula, 
they provide little on how that language left the shores of Britain in the first place, and what 
it was like; until now, research in dialect studies on what was spoken on board ship during 
the early colonial period has been minimal. Dr. Delgado’s book is the first full-length study 
to address this; in addition to examining the distinctive characteristics of Ship English as an 
occupational register, it proposes that as the earliest contact variety, it provided the input 
in the formation of the Atlantic English-lexifier creoles. A groundbreaking study, essential 
reading for dialectologist and creolist alike. (Ian Hancock, The University of Texas)","voyages. Yet, these people were not wage-earners and so their presence is often hidden by the official records. Thus, what we think we know about the people who inhabited maritime worlds fails to incorporate the complex realities of these working and living spaces. Background justification 1.The need for research on maritime communities:
 Further to our limited recognition of the people who made up the communities of large ships, we also fail to recognize the range of vessels that hosted different types of maritime communities. The shipping lanes of the seventeenth and early eighteenth centuries were replete not only with large naval and merchant vessels with the type of social hierarchy detailed above, including the caravel, carrack, galleass, galleon and hulk, but also a myriad of mid-to-small scale vessels. These smaller vessels ranged from the mid-sized barge, barque, brigandine, cromster, frigate and pinnacle, used for speed and maneuverability in longrange voyages, to the small-scale flute, flyboat, galley, hoy and shallop, used not only for support work such as supply and boarding enemy vessels, but also surprisingly long-range but small-scale trade operations designed to evade custom regulations and hence also documentation . These smaller vessels were frequently employed in trade, but also made voyages of exploration, colonization, political expansion, passenger transit, salvage, supply and smuggling . And these classifications of intention were not mutually exclusive, as a simplified historical glance has encouraged us to believe. Furthermore, all of the different vessel types likely had an on-board community that was unique to the size and requirements of the cargo space, rigging, defense system, and navigational capacities. By failing to recognize these vessels and their unique equipment, space and communities in our oversimplified historical representations, we cannot hope to understand the cultures of the people who worked and lived aboard them, and who were critical agents in the expansion of European colonial regimes. Background justification 1.The need for research on maritime communities:
 1 Introduction ably composed of lexical entries, as the titles reflect, e.g., Monke's Vocabulary of Sea Phrases (1799) and Neumann's Marine . And this focus on sailors' lexicon has continued up until the more recent publication of works like Jeans's Dictionary of Everyday Words and Phrases Derived from the Sea (1993) and the web-based reference work Seatalk, The Dictionary of English . Although many of these lexicons are aimed at people with an occupational or historical interest in maritime studies, there are also a host of publications that cater to general interest and entertainment markets, such as The Pirate Primer: Mastering the Language of Swashbucklers and Rogues ). Yet, despite the many publications that cater to different reader demographics, nearly all compose word-lists in the style of dictionary entries and perpetuate the belief that what made -and continues to make -maritime language different and interesting is its use of particular words or expressions common to the maritime profession and difficult for others to understand, suggesting that the variety is essentially a technical jargon."
"Wybory translatorskie XIX-wiecznego słownikarza rosyjskiego jako impuls do badań chronologizacyjnych polskiej leksyki zapożyczonej","https://scispace.com/paper/wybory-translatorskie-xix-wiecznego-slownikarza-rosyjskiego-27mmkk88d6","2024","Journal Article","Przegląd Wschodnioeuropejski","Jolanta Mędelska
Piotr Wierzchoń","10.31648/pw.10195","https://scispace.compdf/wybory-translatorskie-xix-wiecznego-slownikarza-rosyjskiego-27mmkk88d6.pdf","Fifty-one entries (with the letter M) in the Russian-Polish dictionary of 1877 which were assigned a discussion of the meaning instead of a real translation, e.g. муссон – wjatr periodyczny [a periodic wind], were examined. These were limited to borrowed Russian units which today correspond to Polish borrowed units, e.g. муссон – monsun [monsoon]. The Polish words are the object of the analysis. In order to discover the reason for their omission from the dictionary, evidence of their use in the corpus of historical texts was sought. It was found that 80% of the borrowings (41 units) occurred in texts before 1876, but some of them were not recorded in the dictionaries of the time and perhaps that is why they did not find their way into the translation dictionary. 20% of the material (10 units) is lexis that entered circulation after the dictionary was published. ","alfabetu rosyjskiego. Pierwszy drukowany słownik marynistyczny wyszedł w Rosji w 1701 r., w okresie 1701-1960 ukazało się 130 takich prac. Wnioski:
 Tymczasem pozycja Polski na morzu była przez wieki bardzo słaba, miała ona tylko 200 mil wybrzeża i jeden port w Gdańsku, skromną flotę budowano systemem kaperskim. W 1. połowie XVII w. zarzucono starania o własną flotę, później, wskutek rozbiorów, Polska została odcięta od morza. Wnioski:
 Stan ten skutkował brakiem tradycji morskich i brakiem leksyki marynistycznej. Słowniki, w tym Słownik Lindego, zawierały niemal wyłącznie wyrazy rybackie i flisackie. Leksyka z zakresu marynistyki używana w okresie zaborów była niejednolita, czerpano ją -często niezależnie -z niemieckiego, rosyjskiego i niderlandzkiego. Wnioski:
 Słownictwo morskie z prawdziwego zdarzenia zaczęło powstawać w zasadzie dopiero po odzyskaniu dostępu do morza. Było niezbędne, ponieważ u schyłku lat 20. XX w. Polska dysponowała 27 statkami handlowymi i 6 okrętami wojennymi, budowała kolejne jednostki, rozwijała szkolnictwo morskie. Wnioski:
 Zaczęto ujednolicać terminologię marynistyczną, w znacznej zaś części tworzyć ją od podstaw. Pierwszy ogólny polski słownik morski (polsko-angielsko-francusko-niemiecko-rosyjski) ukazywał się w latach 1929-1936 w sześciu zeszytach tematycznych. Tak więc opóźnienie w rozwoju polskiej leksyki morskiej wobec rosyjskiej przekracza dwa stulecia . Wnioski:
 Ze względu na to, że leksyka ta jest w dużym stopniu umiędzynarodowiona, pożyczki marynistyczne pojawiały się w polszczyźnie odpowiednio później niż w rosyjskim ."
"Cultura náutica e patrimônio material: um olhar sobre a Costa da Lagoa, Ilha de Santa Catarina","https://scispace.com/paper/cultura-nautica-e-patrimonio-material-um-olhar-sobre-a-costa-2gbzj5ou46","2014","Journal Article","","Esdras Pio Antunes da Luz
Pedro Martins","10.22296/2317-1529.2014V16N2P205","https://scispace.com/pdf/cultura-nautica-e-patrimonio-material-um-olhar-sobre-a-costa-2gbzj5ou46.pdf","A Ilha de Santa Catarina, malgrado sua condicao e potencial para o emprego do transporte nautico, tem como seu principal, e quase exclusivo, modal de transporte de massas o transporte rodoviario. A unica excecao presente na Ilha e a localidade da Costa da Lagoa. Nessa localidade, a populacao optou conscientemente pela exclusao do transporte rodoviario, elegendo como seu modal exclusivo o transporte nautico. O texto, elaborado a partir de pesquisa empirica de carater qualitativo, trata de resgatar o historico da localidade e sua formacao cultural e inventariar a diversidade de embarcacoes utilizadas para o transporte de pessoas, tanto publico quanto privado. Aponta o texto para uma reflexao sobre a necessidade de planejamento urbano a partir das caracteristicas geograficas da Ilha.","Keywords: cultura náutica, patrimônio material, identi-"
