"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Sociological Aspects of Seafarers? Life and Work and Management Styles in Shipping","https://scispace.com/paper/sociological-aspects-of-seafarers-life-and-work-and-2wploiyqtc","2015","Journal Article","International Journal of Economics and Management Sciences","Andrija NenadiÄ
Dra en JašiÄ
Aleks
ra KrajnoviÄ","10.4172/2162-6359.1000237","","This scientific paper provides a systematic analysis of sociological relationships in the area of seafaring as well as management styles in maritime shipping industry, with particular emphasis on the specific features involved in the vocation of a seafarer. The research was carried out on a sample of seafarers attending training courses at Faculty of Maritime Studies in Split. Separation from family, friends and familiar environment represents one of the essential features of the seafarers’ life that are discussed in the paper. Another important sociological factor of the seafarers’ specific profession is their workplace, i.e. the ship.","In this article, a systematic analysis of sociological relationships in the area of seafaring as well as management styles in maritime shipping industry, with particular emphasis on the specific features involved in the vocation of a seafarer is presented."
"Maritime labour : contributions to the history of work at sea, 1500-2000","https://scispace.com/paper/maritime-labour-contributions-to-the-history-of-work-at-sea-2m1ybbhb99","2007","","","Richard Gorski","","","Maritime Labour - 2[-]Table of contents - 6[-]Introduction - 8[-]Six cross-sections of the Dutch maritime labour market: A preliminary reconstruction and its implications(1610-1850) - 14[-]On maritime labour and maritime labour markets in Germany, 1700-1900 - 44[-]Swedish naval personnel in the merchant marine and in foreign naval service in the eighteenth century - 62[-]Quantifying British seafarers, 1789-1828 - 84[-]'But for the loves of the fishes': Maritime labour and ecological culture in nineteenth-century Newfoundland - 106[-]The Shipping Federation and the free labour movement: A comparative study of waterfront and maritime industrial relations, c.1889-1891 - 130[-]Health and safety aboard British merchant ships: The case of first aid instruction, 1881-1908 - 156[-]British merchant marine engineer licensing, 1865-1925 - 186[-]Transatlantic fishers: New England and British trawlermen, 1960-1972 - 220[-]Masters and chiefs: Enabling globalization, 1975-1995 - 236[-]About the contributors - 259","In this article, a preliminary reconstruction of the Dutch maritime labour market and its implications is presented, along with a comparative study of waterfront and maritime industrial relations, c.1889-1891."
"Maritime Labour","https://scispace.com/paper/maritime-labour-8j1llwcsrmx3","","","","Frank Broeze","10.5949/liverpool/9780973007336.003.0008","","This chapter examines the social impact that containerisation - and the drastic topographical and economic changes to the shipping industry - had upon the livliehoods of maritime labourers. It explores the challenges and consequences of new technologies faced by labourers and maritime communities within the shipping industrythe drastic shifts in skillsets necessary for maritime labourers in order to keep up with technological development; and the reduction of labour force within the shipping industry. The chapter is divided into sections as follows: Seafarers; Flags of Convenience; Training; Down-sizing and Multi-skilling; Safety and Accidents at Sea; Port Workers; Decimation of the Work Force; Social Consequences of Containerism; Industrial Conflicts and Port Workers’ Unions; The International Transport Workers’ Federation; and Resugent Militancy and Political Protest. It concludes by suggesting the only way forward is to approach modernisation, globalisation, and privatisation with a humane outlook.","This chapter examines the social impact of containerisation on maritime labourers, exploring challenges, consequences, and drastic shifts in skillsets, labour force reduction, and social consequences, concluding with a need for a humane approach to modernisation and globalisation."
"The global seafarer: living and working conditions in a globalized industry","https://scispace.com/paper/the-global-seafarer-living-and-working-conditions-in-a-35s8fw3sld","2004","Book","","Tony Alderton
Michael Bloor
Erol Kahveci
Tony Lane
Helen Sampson
Michelle Thomas
Nik Winchester
Bin Wu
Minghua Zhao","","","This volume offers a systematic account of the effects of globalization on the shipping industry and seafarers' lives. The seafarers' labour market is changing rapidly and this study discusses the challenges encountered in recruitment practices, trade unions and collective bargaining, as well as training, certification and fraudulent certification. Wages, contracts, and tours of duty are also investigated, and the book includes in-depth treatment of seafarer safety and hazard exposure.

Innovations such as automated engine rooms and the global maritime distress and safety system, the internationalization of ship registrations, multinational crewing and reductions in crewing levels, and the rise in ship management companies have had a profound effect on seafarers' living and working conditions. This perceptive book examines these and future issues for regulation and enforcement.","In this article, a systematic account of the effects of globalization on the shipping industry and seafarers' lives is presented, including the challenges encountered in recruitment practices, trade unions and collective bargaining, as well as training, certification and fraudulent certification."
"The Other Car Workers: Work, Organisation and Technology in the Maritime Car Carrier Industry","https://scispace.com/paper/the-other-car-workers-work-organisation-and-technology-in-1bwl3reifl","2006","Book","","Erol Kahveci
Theo Nichols","","","About 60 million vehicles are produced each year, of which eight million are shipped by deep-sea and millions more by short-sea routes. This makes the maritime car carrier sector an integral part of car manufacturing's supply chain. Yet the sector has been entirely neglected by social scientists. Switching attention from the frequently researched car assembly-line worker, this book documents the dramatic new developments that have taken place in the industry both in production systems, technology, organisational infrastructure and not least, in terms of working life. It examines the maritime car carrier sector with respect to changes in cost structure and dynamics; in ownership, freight, labour and other markets; in technological innovation and ship design; and in relation to car manufacturers, ship management companies and crewing agents. Alongside a political economy of the industry, chapter and verse is provided on the work and lives of the seafarers who make up its global labour force, many of them from low-wage countries. It is seen that in terms of their work-life balance and in other respects they endure conditions that have no land-based equivalents.","In this article, the authors examine the maritime car carrier sector with respect to changes in cost structure and dynamics; in ownership, freight, labour and other markets; in technological innovation and ship design; and in relation to car manufacturers, ship management companies and crewing agents."
"The Other Car Workers: Work, Organisation and Technology in the Maritime Car Carrier Industry","https://scispace.com/paper/the-other-car-workers-work-organisation-and-technology-in-djhlcfu0ypnk","","","","E. Kahveci
T. Nichols","10.1177/030981680909800115","","About 60 million vehicles are produced each year, of which eight million are shipped by deep-sea and millions more by short-sea routes. This makes the maritime car carrier sector an integral part of car manufacturing's supply chain. Yet the sector has been entirely neglected by social scientists. Switching attention from the frequently researched car assembly-line worker, this book documents the dramatic new developments that have taken place in the industry both in production systems, technology, organisational infrastructure and not least, in terms of working life. It examines the maritime car carrier sector with respect to changes in cost structure and dynamics; in ownership, freight, labour and other markets; in technological innovation and ship design; and in relation to car manufacturers, ship management companies and crewing agents. Alongside a political economy of the industry, chapter and verse is provided on the work and lives of the seafarers who make up its global labour force, many of them from low-wage countries. It is seen that in terms of their work-life balance and in other respects they endure conditions that have no land-based equivalents.","This book examines the neglected maritime car carrier industry, documenting changes in production, technology, and working life, and highlighting the challenging conditions faced by seafarers, who endure unique work-life balance issues and low-wage conditions."
"The Rhythms of Shipboard Life: Work, Hierarchy, Occupational Culture and Multinational Crews","https://scispace.com/paper/the-rhythms-of-shipboard-life-work-hierarchy-occupational-4ytt31nffb","2021","Book Chapter","","Helen Sampson","10.1007/978-3-030-49825-2_8","https://scispace.com/pdf/the-rhythms-of-shipboard-life-work-hierarchy-occupational-4ytt31nffb.pdf","Several words repeatedly crop up when you ask a seafarer working in the international cargo fleet to describe a life at sea: ‘boring’, is one; ‘lonely’ is another; and the word ‘sacrifice’ is used very frequently as well. Most contemporary seafarers are recruited from developing economies where well-paid opportunities for work ashore are scarce and, if they can be found at all, are only available to highly skilled or qualified personnel. As a result, the money that can be earned at sea by both officers and ratings is often unparalleled and this encourages people to seek work as a seafarer when they are young. It also keeps many of them coming back to sea as they get older (as described so vividly by Baum-Talmor in Chap. 5) despite having come to grips with some of the rather unglamorous aspects of the job.","Several words repeatedly crop up when you ask a seafarer working in the international cargo fleet to describe a life at sea: ""boring"" is one; ""lonely"" is another; and the word ""sacrifice"" is used very frequently as well."
"Supply Nets: The Logistics of Seafarer Abandonment","https://scispace.com/paper/supply-nets-the-logistics-of-seafarer-abandonment-18wowmyr0k","2024","Journal Article","Antipode","Jacob Bolton","10.1111/anti.13038","","Abstract This paper studies the infrastructural and organisational forms that facilitate labour exploitation within maritime logistics. My entry point is the rising wave of seafarer abandonments, which I approach not as isolated incidents of mismanagement but as an intensification of the flexibilising tendencies underpinning contemporary capitalism. I trace the recent history of these dynamics, examining their effect on shipping labour. I then investigate some of the specific legal and economic mechanics of shipping, focusing on debt, insurance, and bordering. Using supply chain mapping software, I study supply systems in a way that centres labour rather than the commodities being moved. I close by claiming that abandonments are not an accident, but an inevitable endpoint of a system designed to precaritise labour while protecting shipowners’ profits. Against this, I sketch out a new way of conceiving of supply chains—as supply nets, matrices of interconnected lines, prone to becoming tangled. ","Seafarer abandonments are a systemic issue rooted in the flexibilising tendencies of contemporary capitalism and the design of supply chains that prioritize shipowners' profits over the well-being of seafarers."
"The Maritime Labour Convention 2006: A Frozen Revolution in the Realisation of Social Justice for Seafarers","https://scispace.com/paper/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7","2013","","","Lloyd Cameron","","https://scispace.com/pdf/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7.pdf","Realising social justice has been one of the central goals of the International Labour Organisation since its inception. Yet today the unique environment and dangers associated with working at sea make the world’s 1.2 million seafarers a particularly vulnerable group, both in terms of their physical safety and mental wellbeing, and concerning the realisation of social justice.

Social justice is a somewhat abstract term, taken to refer to the “fair” balance of power and benefits between different groups in society. Central to this notion of “fairness” is the respect for liberties and human dignity. However, international maritime law has traditionally focused on political and economic considerations rather than the social needs of the seafarer. This problem has been exacerbated by the advent of globalisation and an increasing tendency within the industry for shipowners to seek out flags of convenience, allowing them to legitimately subvert the international labour standards developed by the ILO with the intention of cutting operational costs. Seafarers have become commodified, seen as objects of the industry rather than subjects of the law who are entitled to rights and protections.

This thesis examines how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013.

While not revolutionising the content of the rights and protections afforded to seafarers during the course of their employment, this thesis identifies several innovations concerning implementation and enforcement where the MLC has broken new ground and looks set to revolutionise the realisation of social justice for seafarers.

Consolidation of the previous plethora of maritime labour conventions into a single instrument seems set to increase the accessibility and understanding of rights for seafarers while also providing a focal point through which to incorporate maritime labour considerations into international maritime law – achieving so-called “Fourth Pillar” status for the MLC. In addition, a global legal space for maritime labour rights looks set to be created, working within the jurisdictional framework already established by maritime labour law to strive towards the universalization of seafarers’ rights and foster the ability to human rights forum shop to gain access to justice. Finally, the MLC has provided, for the first time, a legal foundation backed by an enforcement mechanism embedded in competition norms for corporate social responsibility, turning the flag of convenience system on its head and seeking to hand the competitive advantages to those shipping companies who respect and adhere to international labour standards.

The thesis concludes by reflecting recognising that the MLC has therefore made considerable strides towards the substantive realisation of social justice but tempers this by acknowledging the need to monitor and evaluate how these provisions are interpreted and applied in practice when the Convention comes into effect.","In this paper, the authors examine how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013."
"Lives in Peril: Profit or Safety in the Global Maritime Industry?","https://scispace.com/paper/lives-in-peril-profit-or-safety-in-the-global-maritime-3bd3gpjlue","2013","Book","","David Walters
Nicholas J. Bailey","","","Lives in Peril demonstrates how and why seafarers are a vulnerable group of workers. It argues they are made so by the organisation and structure of their employment; the prioritisation of profit over safety by the actors that engage and control their labour; the limits of enforcement of the regulatory framework that is in place to protect them; and by their weakness as collective actors in relation to capital. The consequences of this vulnerability are seen in data on their occupationally-related morbidity and mortality - evidence that probably only represents a partial picture of the actual extent of the physical, mental and emotional harm resulting from work at sea. This volume's central argument is that this situation is likely to remain broadly unchanged as long as global maritime governance and regulation remains in thrall to the neo-liberal economic and political arguments that drive globalisation, and fails to enforce regulatory standards more robustly.","Lives in Peril as discussed by the authors argues seafarers are a vulnerable group of workers, made so by the organisation and structure of their employment, the prioritisation of profit over safety by the actors that engage and control their labour; the limits of enforcement of the regulatory framework that is in place to protect them; and their weakness as collective actors in relation to capital."
