sector,sector_label,axis_group,axis_code,evidence_surface,realm,candidate_evidence_count,fractional_candidate_weight,validated_demand_count,validated_translation_count,validated_supply_count,screening_validation_state,coding_status,analysis_scope,zero_interpretation
blue_biotech,Blue Biotech,MARINE,M,title,ECONOMY,30,17.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,MARINE,M,title,TECHNOLOGY,49,33.33333333333333,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,MARINE,M,title,POLICY_GOVERNANCE,38,24.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,MARINE,M,title,CULTURE_LEARNING,55,40.666666666666664,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,MARITIME,T,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,MARITIME,T,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,MARITIME,T,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,MARITIME,T,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,OCEANIC,O,title,ECONOMY,2,1.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,OCEANIC,O,title,TECHNOLOGY,5,3.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,OCEANIC,O,title,POLICY_GOVERNANCE,15,13.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,OCEANIC,O,title,CULTURE_LEARNING,3,1.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
blue_biotech,Blue Biotech,HYDRONIZATION,H,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,HYDRONIZATION,H,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,HYDRONIZATION,H,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
blue_biotech,Blue Biotech,HYDRONIZATION,H,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARINE,M,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARINE,M,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARINE,M,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARINE,M,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARITIME,T,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARITIME,T,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARITIME,T,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,MARITIME,T,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,OCEANIC,O,title,ECONOMY,27,19.5,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
coastal_tourism,Coastal Tourism,OCEANIC,O,title,TECHNOLOGY,20,13.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
coastal_tourism,Coastal Tourism,OCEANIC,O,title,POLICY_GOVERNANCE,59,50.666666666666664,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
coastal_tourism,Coastal Tourism,OCEANIC,O,title,CULTURE_LEARNING,44,30.833333333333332,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,candidate_for_exact_text_review_not_validated
coastal_tourism,Coastal Tourism,HYDRONIZATION,H,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,HYDRONIZATION,H,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,HYDRONIZATION,H,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
coastal_tourism,Coastal Tourism,HYDRONIZATION,H,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARINE,M,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARINE,M,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARINE,M,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARINE,M,,CULTURE_LEARNING,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARITIME,T,,ECONOMY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARITIME,T,,TECHNOLOGY,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
desalination,Desalination,MARITIME,T,,POLICY_GOVERNANCE,0,0.0,0,0,,screening_only_not_validated,deterministic_screening_not_human_validated,deterministic_screening_only_not_validated,not_observed_in_current_screening_run
