run_id,run_path,timestamp_utc,manifest_timestamp_utc,dataset,record_index,dedupe_value,dedupe_field_used,doi,source_id,title,record_origin,axis_name
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,474,10.1016/s0921-8890(98)90007-0,doi,10.1016/s0921-8890(98)90007-0,crossref:10.1016/s0921-8890(98)90007-0,Biomimetic Robotics Special Issue of Robotics and Autonomous Systems,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,474,10.1016/s0921-8890(98)90007-0,doi,10.1016/s0921-8890(98)90007-0,crossref:10.1016/s0921-8890(98)90007-0,Biomimetic Robotics Special Issue of Robotics and Autonomous Systems,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,935,10.1016/s0921-8890(99)00067-6,doi,10.1016/s0921-8890(99)00067-6,crossref:10.1016/s0921-8890(99)00067-6,A hydrostatic robot for marine applications,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,469,10.1016/s0921-8890(99)00067-6,doi,10.1016/s0921-8890(99)00067-6,crossref:10.1016/s0921-8890(99)00067-6,A hydrostatic robot for marine applications,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,469,10.1016/s0921-8890(99)00067-6,doi,10.1016/s0921-8890(99)00067-6,crossref:10.1016/s0921-8890(99)00067-6,A hydrostatic robot for marine applications,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,947,10.1016/s0921-8890(99)00095-0,doi,10.1016/s0921-8890(99)00095-0,crossref:10.1016/s0921-8890(99)00095-0,Distributed Autonomous Robotic Systems,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,481,10.1016/s0921-8890(99)00095-0,doi,10.1016/s0921-8890(99)00095-0,crossref:10.1016/s0921-8890(99)00095-0,Distributed Autonomous Robotic Systems,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,481,10.1016/s0921-8890(99)00095-0,doi,10.1016/s0921-8890(99)00095-0,crossref:10.1016/s0921-8890(99)00095-0,Distributed Autonomous Robotic Systems,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1345,10.1016/s0960-1481(97)83343-5,doi,10.1016/s0960-1481(97)83343-5,crossref:10.1016/s0960-1481(97)83343-5,5644077 Wave-powered ocean profiler,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,879,10.1016/s0960-1481(97)83343-5,doi,10.1016/s0960-1481(97)83343-5,crossref:10.1016/s0960-1481(97)83343-5,5644077 Wave-powered ocean profiler,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,879,10.1016/s0960-1481(97)83343-5,doi,10.1016/s0960-1481(97)83343-5,crossref:10.1016/s0960-1481(97)83343-5,5644077 Wave-powered ocean profiler,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1342,10.1016/s0960-1481(97)84537-5,doi,10.1016/s0960-1481(97)84537-5,crossref:10.1016/s0960-1481(97)84537-5,5513494 Ocean thermal energy conversion (OTEC) system,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,876,10.1016/s0960-1481(97)84537-5,doi,10.1016/s0960-1481(97)84537-5,crossref:10.1016/s0960-1481(97)84537-5,5513494 Ocean thermal energy conversion (OTEC) system,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,876,10.1016/s0960-1481(97)84537-5,doi,10.1016/s0960-1481(97)84537-5,crossref:10.1016/s0960-1481(97)84537-5,5513494 Ocean thermal energy conversion (OTEC) system,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1344,10.1016/s1755-0084(13)70086-3,doi,10.1016/s1755-0084(13)70086-3,crossref:10.1016/s1755-0084(13)70086-3,Support grows for ocean energy,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,878,10.1016/s1755-0084(13)70086-3,doi,10.1016/s1755-0084(13)70086-3,crossref:10.1016/s1755-0084(13)70086-3,Support grows for ocean energy,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,878,10.1016/s1755-0084(13)70086-3,doi,10.1016/s1755-0084(13)70086-3,crossref:10.1016/s1755-0084(13)70086-3,Support grows for ocean energy,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1505,10.1016/s1874-5482(23)00042-2,doi,10.1016/s1874-5482(23)00042-2,crossref:10.1016/s1874-5482(23)00042-2,New threats and research problems for critical infrastructure,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,1039,10.1016/s1874-5482(23)00042-2,doi,10.1016/s1874-5482(23)00042-2,crossref:10.1016/s1874-5482(23)00042-2,New threats and research problems for critical infrastructure,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,1039,10.1016/s1874-5482(23)00042-2,doi,10.1016/s1874-5482(23)00042-2,crossref:10.1016/s1874-5482(23)00042-2,New threats and research problems for critical infrastructure,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1512,10.1016/s1874-5482(24)00029-5,doi,10.1016/s1874-5482(24)00029-5,crossref:10.1016/s1874-5482(24)00029-5,Critical Entities Resilience,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,1046,10.1016/s1874-5482(24)00029-5,doi,10.1016/s1874-5482(24)00029-5,crossref:10.1016/s1874-5482(24)00029-5,Critical Entities Resilience,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,1046,10.1016/s1874-5482(24)00029-5,doi,10.1016/s1874-5482(24)00029-5,crossref:10.1016/s1874-5482(24)00029-5,Critical Entities Resilience,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,120,10.1017/9781009253741,source_id,,10.1017/9781009253741,Small-scale fisheries sustainability and livelihoods: The Environmental Rule of Law for Oceans,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,79,10.1017/9781009253741.020,source_id,,10.1017/9781009253741.020,Blue justice frameworks and social sustainability: Legitimacy and EU Marine Governance,STATIC_LITERATURE,OCEANIC
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1989,10.1017/9781009301558.003,doi,10.1017/9781009301558.003,crossref:10.1017/9781009301558.003,The Interplay between the State and Non-state Actors in the Governance of Decarbonization: An Analytical Framework,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,1523,10.1017/9781009301558.003,doi,10.1017/9781009301558.003,crossref:10.1017/9781009301558.003,The Interplay between the State and Non-state Actors in the Governance of Decarbonization: An Analytical Framework,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,1523,10.1017/9781009301558.003,doi,10.1017/9781009301558.003,crossref:10.1017/9781009301558.003,The Interplay between the State and Non-state Actors in the Governance of Decarbonization: An Analytical Framework,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,550,10.1017/9781108557122.013,doi,10.1017/9781108557122.013,crossref:10.1017/9781108557122.013,Ethical Guidance for Access and Benefit-Sharing,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,84,10.1017/9781108557122.013,doi,10.1017/9781108557122.013,crossref:10.1017/9781108557122.013,Ethical Guidance for Access and Benefit-Sharing,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,84,10.1017/9781108557122.013,doi,10.1017/9781108557122.013,crossref:10.1017/9781108557122.013,Ethical Guidance for Access and Benefit-Sharing,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1177,10.1017/9781108770125,doi,10.1017/9781108770125,crossref:10.1017/9781108770125,International Environmental Obligations and Liabilities in Deep Seabed Mining,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,711,10.1017/9781108770125,doi,10.1017/9781108770125,crossref:10.1017/9781108770125,International Environmental Obligations and Liabilities in Deep Seabed Mining,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,711,10.1017/9781108770125,doi,10.1017/9781108770125,crossref:10.1017/9781108770125,International Environmental Obligations and Liabilities in Deep Seabed Mining,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1178,10.1017/9781108770125.001,doi,10.1017/9781108770125.001,crossref:10.1017/9781108770125.001,Foreword,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,712,10.1017/9781108770125.001,doi,10.1017/9781108770125.001,crossref:10.1017/9781108770125.001,Foreword,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,712,10.1017/9781108770125.001,doi,10.1017/9781108770125.001,crossref:10.1017/9781108770125.001,Foreword,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1148,10.1017/9781108770125.005,doi,10.1017/9781108770125.005,crossref:10.1017/9781108770125.005,International Seabed Authority and Its Environmental Mandate,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,682,10.1017/9781108770125.005,doi,10.1017/9781108770125.005,crossref:10.1017/9781108770125.005,International Seabed Authority and Its Environmental Mandate,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,682,10.1017/9781108770125.005,doi,10.1017/9781108770125.005,crossref:10.1017/9781108770125.005,International Seabed Authority and Its Environmental Mandate,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1159,10.1017/9781108770125.010,doi,10.1017/9781108770125.010,crossref:10.1017/9781108770125.010,International Environmental Liabilities of the Sponsoring State and the International Seabed Authority,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,693,10.1017/9781108770125.010,doi,10.1017/9781108770125.010,crossref:10.1017/9781108770125.010,International Environmental Liabilities of the Sponsoring State and the International Seabed Authority,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,693,10.1017/9781108770125.010,doi,10.1017/9781108770125.010,crossref:10.1017/9781108770125.010,International Environmental Liabilities of the Sponsoring State and the International Seabed Authority,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1075,10.1017/9781108914833.005,doi,10.1017/9781108914833.005,crossref:10.1017/9781108914833.005,Risk-Based Regulation,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,609,10.1017/9781108914833.005,doi,10.1017/9781108914833.005,crossref:10.1017/9781108914833.005,Risk-Based Regulation,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,609,10.1017/9781108914833.005,doi,10.1017/9781108914833.005,crossref:10.1017/9781108914833.005,Risk-Based Regulation,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1058,10.1017/9781108914833.007,doi,10.1017/9781108914833.007,crossref:10.1017/9781108914833.007,Environmental Democracy in Marine Protected Areas Management,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,592,10.1017/9781108914833.007,doi,10.1017/9781108914833.007,crossref:10.1017/9781108914833.007,Environmental Democracy in Marine Protected Areas Management,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,592,10.1017/9781108914833.007,doi,10.1017/9781108914833.007,crossref:10.1017/9781108914833.007,Environmental Democracy in Marine Protected Areas Management,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,857,10.1017/9781316831847.003,doi,10.1017/9781316831847.003,crossref:10.1017/9781316831847.003,Water Governance as a Question of Justice,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,391,10.1017/9781316831847.003,doi,10.1017/9781316831847.003,crossref:10.1017/9781316831847.003,Water Governance as a Question of Justice,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,391,10.1017/9781316831847.003,doi,10.1017/9781316831847.003,crossref:10.1017/9781316831847.003,Water Governance as a Question of Justice,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,830,10.1017/9781316831847.007,doi,10.1017/9781316831847.007,crossref:10.1017/9781316831847.007,Introduction: Hydrosocial De-Patterning and Re-Composition,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,364,10.1017/9781316831847.007,doi,10.1017/9781316831847.007,crossref:10.1017/9781316831847.007,Introduction: Hydrosocial De-Patterning and Re-Composition,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,364,10.1017/9781316831847.007,doi,10.1017/9781316831847.007,crossref:10.1017/9781316831847.007,Introduction: Hydrosocial De-Patterning and Re-Composition,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,407,10.1017/9781316831847.008,source_id,,10.1017/9781316831847.008,"Hydrosocial literacy and ocean citizenship: ""… And not a single injustice remains”: Hydro-territorial colonization",STATIC_LITERATURE,OCEANIC
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,832,10.1017/9781316831847.010,doi,10.1017/9781316831847.010,crossref:10.1017/9781316831847.010,Reconfiguration of Hydrosocial Territories and Struggles for Water Justice,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,366,10.1017/9781316831847.010,doi,10.1017/9781316831847.010,crossref:10.1017/9781316831847.010,Reconfiguration of Hydrosocial Territories and Struggles for Water Justice,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,366,10.1017/9781316831847.010,doi,10.1017/9781316831847.010,crossref:10.1017/9781316831847.010,Reconfiguration of Hydrosocial Territories and Struggles for Water Justice,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1098,10.1017/cbo9781139049382.003,doi,10.1017/cbo9781139049382.003,crossref:10.1017/cbo9781139049382.003,MANAGEMENT – Transitioning from single-sector management to ecosystem-based management: what can marine protected areas offer?,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,632,10.1017/cbo9781139049382.003,doi,10.1017/cbo9781139049382.003,crossref:10.1017/cbo9781139049382.003,MANAGEMENT – Transitioning from single-sector management to ecosystem-based management: what can marine protected areas offer?,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,632,10.1017/cbo9781139049382.003,doi,10.1017/cbo9781139049382.003,crossref:10.1017/cbo9781139049382.003,MANAGEMENT – Transitioning from single-sector management to ecosystem-based management: what can marine protected areas offer?,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1060,10.1017/cbo9781139049382.006,doi,10.1017/cbo9781139049382.006,crossref:10.1017/cbo9781139049382.006,FISHERIES – Effects of marine protected areas on local fisheries: evidence from empirical studies,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,594,10.1017/cbo9781139049382.006,doi,10.1017/cbo9781139049382.006,crossref:10.1017/cbo9781139049382.006,FISHERIES – Effects of marine protected areas on local fisheries: evidence from empirical studies,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,594,10.1017/cbo9781139049382.006,doi,10.1017/cbo9781139049382.006,crossref:10.1017/cbo9781139049382.006,FISHERIES – Effects of marine protected areas on local fisheries: evidence from empirical studies,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1061,10.1017/cbo9781139049382.011,doi,10.1017/cbo9781139049382.011,crossref:10.1017/cbo9781139049382.011,FISHERIES – Monitoring fisheries effects of marine protected areas: current approaches and the need for integrated assessments,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,595,10.1017/cbo9781139049382.011,doi,10.1017/cbo9781139049382.011,crossref:10.1017/cbo9781139049382.011,FISHERIES – Monitoring fisheries effects of marine protected areas: current approaches and the need for integrated assessments,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,595,10.1017/cbo9781139049382.011,doi,10.1017/cbo9781139049382.011,crossref:10.1017/cbo9781139049382.011,FISHERIES – Monitoring fisheries effects of marine protected areas: current approaches and the need for integrated assessments,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1067,10.1017/cbo9781139049382.012,doi,10.1017/cbo9781139049382.012,crossref:10.1017/cbo9781139049382.012,BIOECONOMY – Bioeconomic analysis of marine protected area fisheries effects,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,601,10.1017/cbo9781139049382.012,doi,10.1017/cbo9781139049382.012,crossref:10.1017/cbo9781139049382.012,BIOECONOMY – Bioeconomic analysis of marine protected area fisheries effects,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,601,10.1017/cbo9781139049382.012,doi,10.1017/cbo9781139049382.012,crossref:10.1017/cbo9781139049382.012,BIOECONOMY – Bioeconomic analysis of marine protected area fisheries effects,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,384,10.1017/cft.2022.10.pr1,source_id,,10.1017/cft.2022.10.pr1,Ethnographic approaches to fishing communities: Author comment: Eco-creative nature-based solutions to transform urban,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,390,10.1017/cft.2022.10.pr2,source_id,,10.1017/cft.2022.10.pr2,Traditional ecological knowledge in fisheries governance: Review: Eco-creative nature-based solutions to transform urban coastli,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,344,10.1017/cft.2022.10.pr3,source_id,,10.1017/cft.2022.10.pr3,Ethnographic approaches to fishing communities: Review: Eco-creative nature-based solutions to transform urban coastli,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,404,10.1017/cft.2022.10.pr4,source_id,,10.1017/cft.2022.10.pr4,Traditional ecological knowledge in fisheries governance: Review: Eco-creative nature-based solutions to transform urban coastli,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,374,10.1017/cft.2022.10.pr5,source_id,,10.1017/cft.2022.10.pr5,Traditional ecological knowledge in fisheries governance: Recommendation: Eco-creative nature-based solutions to transform urban,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,423,10.1017/cft.2022.10.pr7,source_id,,10.1017/cft.2022.10.pr7,Marinisation of societies and biophysical coupling: Author comment: Eco-creative nature-based solutions to transform urban,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,380,10.1017/cft.2022.10.pr8,source_id,,10.1017/cft.2022.10.pr8,Ethnographic approaches to fishing communities: Review: Eco-creative nature-based solutions to transform urban coastli,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,399,10.1017/cft.2022.10.pr9,source_id,,10.1017/cft.2022.10.pr9,Traditional ecological knowledge in fisheries governance: Recommendation: Eco-creative nature-based solutions to transform urban,STATIC_LITERATURE,MARINE
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1210,10.1017/cft.2023.13.pr1,doi,10.1017/cft.2023.13.pr1,crossref:10.1017/cft.2023.13.pr1,Author comment: The role of art in coastal and marine sustainability — R0/PR1,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,744,10.1017/cft.2023.13.pr1,doi,10.1017/cft.2023.13.pr1,crossref:10.1017/cft.2023.13.pr1,Author comment: The role of art in coastal and marine sustainability — R0/PR1,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,744,10.1017/cft.2023.13.pr1,doi,10.1017/cft.2023.13.pr1,crossref:10.1017/cft.2023.13.pr1,Author comment: The role of art in coastal and marine sustainability — R0/PR1,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1200,10.1017/cft.2023.13.pr10,doi,10.1017/cft.2023.13.pr10,crossref:10.1017/cft.2023.13.pr10,Decision: The role of art in coastal and marine sustainability — R1/PR10,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,734,10.1017/cft.2023.13.pr10,doi,10.1017/cft.2023.13.pr10,crossref:10.1017/cft.2023.13.pr10,Decision: The role of art in coastal and marine sustainability — R1/PR10,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,734,10.1017/cft.2023.13.pr10,doi,10.1017/cft.2023.13.pr10,crossref:10.1017/cft.2023.13.pr10,Decision: The role of art in coastal and marine sustainability — R1/PR10,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1189,10.1017/cft.2023.13.pr2,doi,10.1017/cft.2023.13.pr2,crossref:10.1017/cft.2023.13.pr2,Review: The role of art in coastal and marine sustainability — R0/PR2,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,723,10.1017/cft.2023.13.pr2,doi,10.1017/cft.2023.13.pr2,crossref:10.1017/cft.2023.13.pr2,Review: The role of art in coastal and marine sustainability — R0/PR2,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,723,10.1017/cft.2023.13.pr2,doi,10.1017/cft.2023.13.pr2,crossref:10.1017/cft.2023.13.pr2,Review: The role of art in coastal and marine sustainability — R0/PR2,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1192,10.1017/cft.2023.13.pr3,doi,10.1017/cft.2023.13.pr3,crossref:10.1017/cft.2023.13.pr3,Review: The role of art in coastal and marine sustainability — R0/PR3,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,726,10.1017/cft.2023.13.pr3,doi,10.1017/cft.2023.13.pr3,crossref:10.1017/cft.2023.13.pr3,Review: The role of art in coastal and marine sustainability — R0/PR3,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,726,10.1017/cft.2023.13.pr3,doi,10.1017/cft.2023.13.pr3,crossref:10.1017/cft.2023.13.pr3,Review: The role of art in coastal and marine sustainability — R0/PR3,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1195,10.1017/cft.2023.13.pr4,doi,10.1017/cft.2023.13.pr4,crossref:10.1017/cft.2023.13.pr4,Recommendation: The role of art in coastal and marine sustainability — R0/PR4,LIVE_API,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records,729,10.1017/cft.2023.13.pr4,doi,10.1017/cft.2023.13.pr4,crossref:10.1017/cft.2023.13.pr4,Recommendation: The role of art in coastal and marine sustainability — R0/PR4,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,live_records_triangulated,729,10.1017/cft.2023.13.pr4,doi,10.1017/cft.2023.13.pr4,crossref:10.1017/cft.2023.13.pr4,Recommendation: The role of art in coastal and marine sustainability — R0/PR4,,
28625632237-1,runs/28625632237-1,2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,cumulative_qmbd_records,1196,10.1017/cft.2023.13.pr5,doi,10.1017/cft.2023.13.pr5,crossref:10.1017/cft.2023.13.pr5,Decision: The role of art in coastal and marine sustainability — R0/PR5,LIVE_API,
